Local	Código do Produto	Produto	Estoque (UN)	Pendência (UN)	Disponível (UN)	Lote	Lote Indústria	Data de Fabricação	Data de Vencimento	Data de Entrada	Data de Alocação	Estado	Setor	Tipo	Ordem de Recebimento	Adicionar (UN)	Tipo do Local	Qtde Separação Específica Não Roteirizado	Código Produto Depositante	Barra	Embalagem	Fator de Conversão	Estoque na Embalagem	Pendência na Embalagem	Id	Adicionar na Embalagem	Disponível na Embalagem	Barra do Lote	Embalagem do Lote	Fator do Lote	Estoque Fator Lote	Pendência Fator Lote	Adicionar Fator Lote	Disponível Fator Lote	Código do Depositante	Depositante	Buffer	Local Ativo	Lote Liberado	Período de Validade	Dias Vencidos	Maturação	Prazo de Validade	Prazo de Comercialização	Prazo Crítico	Tipo do Recebimento	Classificação	Nota Fiscal	Número NF Entrada	Data do Bloqueio	Motivo do Bloqueio	Usuário de Bloqueio	Data da Liberação	Motivo da Liberação	Usuário da Liberação	Motivo Avaria Conf. Entrada	Usuário que Avariou	Data da Avaria	Lote Adicional	Peso (Kg)	Região	Família	Marca	idProduto	idDepositante	Número Contrato	Entidade Pagadora	CNPJ	Inscrição Estadual	Data de fabricação truncada	Data de vencimento truncada	Barra LPN
1D1551	B2C-20	CX B2C 20	360	0	360	161492		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:23:01	11/06/2026 07:23:01	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	360	0	322219	0	360	2000001304201	UN	1	360	0	0	360	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11774 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D1741	B2C-20	CX B2C 20	360	0	360	161494		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:23:12	11/06/2026 07:23:12	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	360	0	322221	0	360	2000001304201	UN	1	360	0	0	360	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11776 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D2141	B2C-20	CX B2C 20	360	0	360	161498		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:23:38	11/06/2026 07:23:38	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	360	0	322225	0	360	2000001304201	UN	1	360	0	0	360	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11780 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D4941	B2C-02	CX B2C 02	1200	0	1200	161226		01/06/2026 00:00:00	01/06/2030 00:00:00	09/06/2026 11:07:37	09/06/2026 11:07:37	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-02	2000001302601	UN	1	1200	0	321060	0	1200	2000001302601	UN	1	1200	0	0	1200	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11658 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13026	20					01/06/2026	01/06/2030	
1D2131	B2C-20	CX B2C 20	360	0	360	161499		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:23:45	11/06/2026 07:23:45	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	360	0	322226	0	360	2000001304201	UN	1	360	0	0	360	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11781 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D2121	B2C-20	CX B2C 20	360	0	360	161500		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:23:52	11/06/2026 07:23:52	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	360	0	322227	0	360	2000001304201	UN	1	360	0	0	360	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11782 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D2521	B2C-20	CX B2C 20	360	0	360	161503		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:24:11	11/06/2026 07:24:11	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	360	0	322231	0	360	2000001304201	UN	1	360	0	0	360	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11785 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D3741	B2C-12	CX B2C 12	1750	0	1750	161543		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:28:24	11/06/2026 07:28:24	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-12	2000001302401	UN	1	1750	0	322272	0	1750	2000001302401	UN	1	1750	0	0	1750	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11825 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13024	20					01/06/2026	01/06/2030	
1D1121	B2C-21	CX B2C 21	270	0	270	161408		01/06/2026 00:00:00	01/06/2030 00:00:00	10/06/2026 15:35:12	10/06/2026 15:35:12	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-21	2000001304301	UN	1	270	0	322087	0	270	2000001304301	UN	1	270	0	0	270	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11730 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13043	20					01/06/2026	01/06/2030	
1D2351	B2C-21	CX B2C 21	270	0	270	161413		01/06/2026 00:00:00	01/06/2030 00:00:00	10/06/2026 15:35:48	10/06/2026 15:35:48	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-21	2000001304301	UN	1	270	0	322092	0	270	2000001304301	UN	1	270	0	0	270	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11735 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13043	20					01/06/2026	01/06/2030	
1D6721	B2C-21	CX B2C 21	120	0	120	161474		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:21:06	11/06/2026 07:21:06	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-21	2000001304301	UN	1	120	0	322200	0	120	2000001304301	UN	1	120	0	0	120	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11754 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13043	20					01/06/2026	01/06/2030	
1D0561	B2C-20	CX B2C 20	420	0	420	161481		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:21:50	11/06/2026 07:21:50	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	420	0	322207	0	420	2000001304201	UN	1	420	0	0	420	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11763 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D0551	B2C-20	CX B2C 20	420	0	420	161482		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:21:56	11/06/2026 07:21:56	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	420	0	322208	0	420	2000001304201	UN	1	420	0	0	420	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11764 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D0541	B2C-20	CX B2C 20	450	0	450	161483		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:22:04	11/06/2026 07:22:04	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	450	0	322210	0	450	2000001304201	UN	1	450	0	0	450	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11765 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D0731	B2C-20	CX B2C 20	360	0	360	161484		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:22:10	11/06/2026 07:22:10	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	360	0	322211	0	360	2000001304201	UN	1	360	0	0	360	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11766 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D1151	B2C-20	CX B2C 20	360	0	360	161487		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:22:29	11/06/2026 07:22:29	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	360	0	322214	0	360	2000001304201	UN	1	360	0	0	360	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11769 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D1351	B2C-20	CX B2C 20	360	0	360	161488		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:22:35	11/06/2026 07:22:35	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	360	0	322215	0	360	2000001304201	UN	1	360	0	0	360	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11770 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D1331	B2C-20	CX B2C 20	540	0	540	161490		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:22:47	11/06/2026 07:22:47	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	540	0	322217	0	540	2000001304201	UN	1	540	0	0	540	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11772 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D1731	B2C-20	CX B2C 20	360	0	360	161495		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:23:20	11/06/2026 07:23:20	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	360	0	322222	0	360	2000001304201	UN	1	360	0	0	360	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11777 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D3721	B2C-20	CX B2C 20	360	0	360	161513		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:25:13	11/06/2026 07:25:13	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	360	0	322241	0	360	2000001304201	UN	1	360	0	0	360	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11795 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D7161	B2C-19	CX B2C 19	609	0	609	161518		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:25:45	11/06/2026 07:25:45	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-19	2000001304101	UN	1	609	0	322246	0	609	2000001304101	UN	1	609	0	0	609	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11800 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13041	20					01/06/2026	01/06/2030	
1D6541	B2C-15	CX B2C 15	420	0	420	161527		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:26:43	11/06/2026 07:26:43	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-15	2000001303601	UN	1	420	0	322256	0	420	2000001303601	UN	1	420	0	0	420	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11809 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13036	20					01/06/2026	01/06/2030	
1D6941	B2C-15	CX B2C 15	420	0	420	161529		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:26:55	11/06/2026 07:26:55	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-15	2000001303601	UN	1	420	0	322258	0	420	2000001303601	UN	1	420	0	0	420	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11811 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13036	20					01/06/2026	01/06/2030	
1D3551	B2C-08	CX B2C 08	720	0	720	161567		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:30:56	11/06/2026 07:30:56	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-08	2000001303001	UN	1	720	0	322298	0	720	2000001303001	UN	1	720	0	0	720	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11849 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13030	20					01/06/2026	01/06/2030	
1D3521	B2C-08	CX B2C 08	810	0	810	161568		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:31:03	11/06/2026 07:31:03	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-08	2000001303001	UN	1	810	0	322299	0	810	2000001303001	UN	1	810	0	0	810	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11850 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13030	20					01/06/2026	01/06/2030	
1D7141	B2C-08	CX B2C 08	540	0	540	161571		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:31:22	11/06/2026 07:31:22	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-08	2000001303001	UN	1	540	0	322302	0	540	2000001303001	UN	1	540	0	0	540	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11853 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13030	20					01/06/2026	01/06/2030	
1D7131	B2C-08	CX B2C 08	615	0	615	161572		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:31:28	11/06/2026 07:31:28	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-08	2000001303001	UN	1	615	0	322304	0	615	2000001303001	UN	1	615	0	0	615	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11854 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13030	20					01/06/2026	01/06/2030	
1D3141	B2C-21	CX B2C 21	360	0	360	161463		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:18:54	11/06/2026 07:18:54	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-21	2000001304301	UN	1	360	0	322188	0	360	2000001304301	UN	1	360	0	0	360	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11743 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13043	20					01/06/2026	01/06/2030	
1D4361	B2C-21	CX B2C 21	360	0	360	161466		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:19:44	11/06/2026 07:19:44	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-21	2000001304301	UN	1	360	0	322191	0	360	2000001304301	UN	1	360	0	0	360	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11746 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13043	20					01/06/2026	01/06/2030	
1D4551	B2C-21	CX B2C 21	315	0	315	161467		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:19:52	11/06/2026 07:19:52	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-21	2000001304301	UN	1	315	0	322192	0	315	2000001304301	UN	1	315	0	0	315	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11747 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13043	20					01/06/2026	01/06/2030	
1D5361	B2C-21	CX B2C 21	315	0	315	161468		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:19:58	11/06/2026 07:19:58	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-21	2000001304301	UN	1	315	0	322193	0	315	2000001304301	UN	1	315	0	0	315	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11748 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13043	20					01/06/2026	01/06/2030	
1D1751	B2C-21	CX B2C 21	210	0	210	161409		01/06/2026 00:00:00	01/06/2030 00:00:00	10/06/2026 15:35:16	10/06/2026 15:35:16	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-21	2000001304301	UN	1	210	0	322088	0	210	2000001304301	UN	1	210	0	0	210	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11731 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13043	20					01/06/2026	01/06/2030	
1D1721	B2C-21	CX B2C 21	405	0	405	161410		01/06/2026 00:00:00	01/06/2030 00:00:00	10/06/2026 15:35:20	10/06/2026 15:35:20	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-21	2000001304301	UN	1	405	0	322089	0	405	2000001304301	UN	1	405	0	0	405	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11732 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13043	20					01/06/2026	01/06/2030	
1D1951	B2C-21	CX B2C 21	270	0	270	161411		01/06/2026 00:00:00	01/06/2030 00:00:00	10/06/2026 15:35:32	10/06/2026 15:35:32	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-21	2000001304301	UN	1	270	0	322090	0	270	2000001304301	UN	1	270	0	0	270	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11733 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13043	20					01/06/2026	01/06/2030	
1D3151	B2C-21	CX B2C 21	270	0	270	161461		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:17:45	11/06/2026 07:17:45	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-21	2000001304301	UN	1	270	0	322185	0	270	2000001304301	UN	1	270	0	0	270	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11741 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13043	20					01/06/2026	01/06/2030	
1D5921	B2C-21	CX B2C 21	270	0	270	161470		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:20:40	11/06/2026 07:20:40	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-21	2000001304301	UN	1	270	0	322196	0	270	2000001304301	UN	1	270	0	0	270	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11750 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13043	20					01/06/2026	01/06/2030	
1D6731	B2C-08	CX B2C 08	630	0	630	161569				11/06/2026 07:31:08	11/06/2026 07:31:08	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-08	2000001303001	UN	1	630	0	322300	0	630	2000001303001	UN	1	630	0	0	630	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	NÃO COLETADO	0	NÃO CONTROLA	100	0	0				NF: 11851 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13030	20							
1D1131	B2C-20	CX B2C 20	540	0	540	161394		01/06/2026 00:00:00	01/06/2030 00:00:00	10/06/2026 15:01:40	10/06/2026 15:01:40	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	540	0	322012	0	540	2000001304201	UN	1	540	0	0	540	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11716 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D6931	B2C-08	CX B2C 08	630	0	630	161570		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:31:14	11/06/2026 07:31:14	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-08	2000001303001	UN	1	630	0	322301	0	630	2000001303001	UN	1	630	0	0	630	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11852 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13030	20					01/06/2026	01/06/2030	
1D7541	B2C-08	CX B2C 08	630	0	630	161574		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:31:39	11/06/2026 07:31:39	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-08	2000001303001	UN	1	630	0	322306	0	630	2000001303001	UN	1	630	0	0	630	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11856 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13030	20					01/06/2026	01/06/2030	
1D1141	B2C-21	CX B2C 21	405	0	405	161407		01/06/2026 00:00:00	01/06/2030 00:00:00	10/06/2026 15:34:37	10/06/2026 15:34:37	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-21	2000001304301	UN	1	405	0	322086	0	405	2000001304301	UN	1	405	0	0	405	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11729 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13043	20					01/06/2026	01/06/2030	
1D1921	B2C-21	CX B2C 21	405	0	405	161412		01/06/2026 00:00:00	01/06/2030 00:00:00	10/06/2026 15:35:37	10/06/2026 15:35:37	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-21	2000001304301	UN	1	405	0	322091	0	405	2000001304301	UN	1	405	0	0	405	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11734 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13043	20					01/06/2026	01/06/2030	
1D2341	B2C-21	CX B2C 21	315	0	315	161460		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:17:38	11/06/2026 07:17:38	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-21	2000001304301	UN	1	315	0	322184	0	315	2000001304301	UN	1	315	0	0	315	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11740 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13043	20					01/06/2026	01/06/2030	
