Local	Código do Produto	Produto	Estoque (UN)	Pendência (UN)	Disponível (UN)	Lote	Lote Indústria	Data de Fabricação	Data de Vencimento	Data de Entrada	Data de Alocação	Estado	Setor	Tipo	Ordem de Recebimento	Adicionar (UN)	Tipo do Local	Qtde Separação Específica Não Roteirizado	Código Produto Depositante	Barra	Embalagem	Fator de Conversão	Estoque na Embalagem	Pendência na Embalagem	Id	Adicionar na Embalagem	Disponível na Embalagem	Barra do Lote	Embalagem do Lote	Fator do Lote	Estoque Fator Lote	Pendência Fator Lote	Adicionar Fator Lote	Disponível Fator Lote	Código do Depositante	Depositante	Buffer	Local Ativo	Lote Liberado	Período de Validade	Dias Vencidos	Maturação	Prazo de Validade	Prazo de Comercialização	Prazo Crítico	Tipo do Recebimento	Classificação	Nota Fiscal	Número NF Entrada	Data do Bloqueio	Motivo do Bloqueio	Usuário de Bloqueio	Data da Liberação	Motivo da Liberação	Usuário da Liberação	Motivo Avaria Conf. Entrada	Usuário que Avariou	Data da Avaria	Lote Adicional	Peso (Kg)	Região	Família	Marca	idProduto	idDepositante	Número Contrato	Entidade Pagadora	CNPJ	Inscrição Estadual	Data de fabricação truncada	Data de vencimento truncada	Barra LPN
1D2321	B2C-21	CX B2C 21	315	0	315	161462		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:17:51	11/06/2026 07:17:51	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-21	2000001304301	UN	1	315	0	322186	0	315	2000001304301	UN	1	315	0	0	315	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11742 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13043	20					01/06/2026	01/06/2030	
1D1531	B2C-20	CX B2C 20	540	0	540	161493		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:23:06	11/06/2026 07:23:06	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	540	0	322220	0	540	2000001304201	UN	1	540	0	0	540	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11775 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D1931	B2C-20	CX B2C 20	360	0	360	161497		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:23:32	11/06/2026 07:23:32	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	360	0	322224	0	360	2000001304201	UN	1	360	0	0	360	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11779 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D2531	B2C-20	CX B2C 20	480	0	480	161502		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:24:03	11/06/2026 07:24:03	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	480	0	322229	0	480	2000001304201	UN	1	480	0	0	480	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11784 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D3121	B2C-20	CX B2C 20	244	0	244	161507		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:24:36	11/06/2026 07:24:36	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	244	0	322235	0	244	2000001304201	UN	1	244	0	0	244	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11789 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D3731	B2C-20	CX B2C 20	345	0	345	161512		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:25:08	11/06/2026 07:25:08	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	345	0	322240	0	345	2000001304201	UN	1	345	0	0	345	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11794 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D5721	B2C-20	CX B2C 20	120	0	120	161515		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:25:27	11/06/2026 07:25:27	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	120	0	322243	0	120	2000001304201	UN	1	120	0	0	120	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11797 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D5321	B2C-17	CX B2C 17	420	0	420	161521		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:26:04	11/06/2026 07:26:04	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-17	2000001303901	UN	1	420	0	322250	0	420	2000001303901	UN	1	420	0	0	420	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11803 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13039	20					01/06/2026	01/06/2030	
1D3531	B2C-15	CX B2C 15	300	0	300	161522		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:26:10	11/06/2026 07:26:10	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-15	2000001303601	UN	1	300	0	322251	0	300	2000001303601	UN	1	300	0	0	300	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11804 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13036	20					01/06/2026	01/06/2030	
1D4141	B2C-15	CX B2C 15	255	0	255	161523		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:26:18	11/06/2026 07:26:18	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-15	2000001303601	UN	1	255	0	322252	0	255	2000001303601	UN	1	255	0	0	255	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11805 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13036	20					01/06/2026	01/06/2030	
1D4921	B2C-15	CX B2C 15	420	0	420	161524		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:26:24	11/06/2026 07:26:24	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-15	2000001303601	UN	1	420	0	322253	0	420	2000001303601	UN	1	420	0	0	420	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11806 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13036	20					01/06/2026	01/06/2030	
1D6141	B2C-15	CX B2C 15	280	0	280	161525		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:26:29	11/06/2026 07:26:29	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-15	2000001303601	UN	1	280	0	322254	0	280	2000001303601	UN	1	280	0	0	280	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11807 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13036	20					01/06/2026	01/06/2030	
1D6341	B2C-15	CX B2C 15	420	0	420	161526		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:26:35	11/06/2026 07:26:35	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-15	2000001303601	UN	1	420	0	322255	0	420	2000001303601	UN	1	420	0	0	420	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11808 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13036	20					01/06/2026	01/06/2030	
1D6741	B2C-15	CX B2C 15	420	0	420	161528		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:26:49	11/06/2026 07:26:49	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-15	2000001303601	UN	1	420	0	322257	0	420	2000001303601	UN	1	420	0	0	420	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11810 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13036	20					01/06/2026	01/06/2030	
1D6921	B2C-15	CX B2C 15	420	0	420	161530		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:27:01	11/06/2026 07:27:01	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-15	2000001303601	UN	1	420	0	322259	0	420	2000001303601	UN	1	420	0	0	420	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11812 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13036	20					01/06/2026	01/06/2030	
1D7531	B2C-15	CX B2C 15	420	0	420	161533		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:27:20	11/06/2026 07:27:20	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-15	2000001303601	UN	1	420	0	322262	0	420	2000001303601	UN	1	420	0	0	420	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11815 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13036	20					01/06/2026	01/06/2030	
1D2741	B2C-12	CX B2C 12	1750	0	1750	161540		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:28:05	11/06/2026 07:28:05	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-12	2000001302401	UN	1	1750	0	322269	0	1750	2000001302401	UN	1	1750	0	0	1750	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11822 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13024	20					01/06/2026	01/06/2030	
1D2931	B2C-12	CX B2C 12	1750	0	1750	161541		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:28:11	11/06/2026 07:28:11	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-12	2000001302401	UN	1	1750	0	322270	0	1750	2000001302401	UN	1	1750	0	0	1750	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11823 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13024	20					01/06/2026	01/06/2030	
1D2931	B2C-12	CX B2C 12	1200	0	1200	161542		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:28:17	11/06/2026 07:28:17	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-12	2000001302401	UN	1	1200	0	322271	0	1200	2000001302401	UN	1	1200	0	0	1200	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11824 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13024	20					01/06/2026	01/06/2030	
1D3961	B2C-08	CX B2C 08	990	0	990	161828		01/06/2026 00:00:00	01/06/2030 00:00:00	15/06/2026 15:25:27	15/06/2026 15:25:27	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-08	2000001303001	UN	1	990	0	323601	0	990	2000001303001	UN	1	990	0	0	990	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11968 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13030	20					01/06/2026	01/06/2030	
1D4721	B2C-11	CX B2C 11	1925	0	1925	161546		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:28:42	11/06/2026 07:28:42	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-11	2000001303201	UN	1	1925	0	322276	0	1925	2000001303201	UN	1	1925	0	0	1925	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11828 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13032	20					01/06/2026	01/06/2030	
1D5961	B2C-11	CX B2C 11	2853	0	2853	161551		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:29:15	11/06/2026 07:29:15	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-11	2000001303201	UN	1	2853	0	322281	0	2853	2000001303201	UN	1	2853	0	0	2853	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11833 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13032	20					01/06/2026	01/06/2030	
1D5941	B2C-11	CX B2C 11	1925	0	1925	161552		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:29:21	11/06/2026 07:29:21	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-11	2000001303201	UN	1	1925	0	322282	0	1925	2000001303201	UN	1	1925	0	0	1925	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11834 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13032	20					01/06/2026	01/06/2030	
1D6961	B2C-11	CX B2C 11	3150	0	3150	161554		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:29:33	11/06/2026 07:29:33	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-11	2000001303201	UN	1	3150	0	322284	0	3150	2000001303201	UN	1	3150	0	0	3150	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11836 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13032	20					01/06/2026	01/06/2030	
1D7361	B2C-11	CX B2C 11	3825	0	3825	161555		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:29:40	11/06/2026 07:29:40	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-11	2000001303201	UN	1	3825	0	322285	0	3825	2000001303201	UN	1	3825	0	0	3825	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11837 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13032	20					01/06/2026	01/06/2030	
1D1361	B2C-08	CX B2C 08	810	0	810	161563		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:30:31	11/06/2026 07:30:31	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-08	2000001303001	UN	1	810	0	322294	0	810	2000001303001	UN	1	810	0	0	810	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11845 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13030	20					01/06/2026	01/06/2030	
1D6331	B2C-21	CX B2C 21	315	0	315	161472				11/06/2026 07:20:54	11/06/2026 07:20:54	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-21	2000001304301	UN	1	315	0	322198	0	315	2000001304301	UN	1	315	0	0	315	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	NÃO COLETADO	0	NÃO CONTROLA	100	0	0				NF: 11752 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13043	20							
1D6531	B2C-21	CX B2C 21	315	0	315	161473		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:21:00	11/06/2026 07:21:00	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-21	2000001304301	UN	1	315	0	322199	0	315	2000001304301	UN	1	315	0	0	315	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11753 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13043	20					01/06/2026	01/06/2030	
1D0151	B2C-20	CX B2C 20	420	0	420	161476		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:21:19	11/06/2026 07:21:19	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	420	0	322202	0	420	2000001304201	UN	1	420	0	0	420	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11758 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D0141	B2C-20	CX B2C 20	420	0	420	161477		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:21:25	11/06/2026 07:21:25	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	420	0	322203	0	420	2000001304201	UN	1	420	0	0	420	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11759 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D0751	B2C-21	CX B2C 21	315	0	315	161402		01/06/2026 00:00:00	01/06/2030 00:00:00	10/06/2026 15:33:27	10/06/2026 15:33:27	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-21	2000001304301	UN	1	315	0	322073	0	315	2000001304301	UN	1	315	0	0	315	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11724 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13043	20					01/06/2026	01/06/2030	
1D0741	B2C-21	CX B2C 21	405	0	405	161403		01/06/2026 00:00:00	01/06/2030 00:00:00	10/06/2026 15:33:33	10/06/2026 15:33:33	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-21	2000001304301	UN	1	405	0	322074	0	405	2000001304301	UN	1	405	0	0	405	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11725 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13043	20					01/06/2026	01/06/2030	
1D0351	B2C-20	CX B2C 20	420	0	420	161479		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:21:39	11/06/2026 07:21:39	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	420	0	322205	0	420	2000001304201	UN	1	420	0	0	420	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11761 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D0341	B2C-20	CX B2C 20	420	0	420	161480		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:21:45	11/06/2026 07:21:45	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	420	0	322206	0	420	2000001304201	UN	1	420	0	0	420	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11762 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D0721	B2C-20	CX B2C 20	360	0	360	161485		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:22:16	11/06/2026 07:22:16	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	360	0	322212	0	360	2000001304201	UN	1	360	0	0	360	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11767 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D1341	B2C-20	CX B2C 20	540	0	540	161489		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:22:41	11/06/2026 07:22:41	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	540	0	322216	0	540	2000001304201	UN	1	540	0	0	540	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11771 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D1321	B2C-20	CX B2C 20	360	0	360	161491		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:22:54	11/06/2026 07:22:54	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	360	0	322218	0	360	2000001304201	UN	1	360	0	0	360	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11773 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D1941	B2C-20	CX B2C 20	405	0	405	161496		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:23:26	11/06/2026 07:23:26	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	405	0	322223	0	405	2000001304201	UN	1	405	0	0	405	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11778 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D2331	B2C-20	CX B2C 20	360	0	360	161501		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:23:57	11/06/2026 07:23:57	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	360	0	322228	0	360	2000001304201	UN	1	360	0	0	360	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11783 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D2731	B2C-20	CX B2C 20	360	0	360	161504		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:24:17	11/06/2026 07:24:17	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	360	0	322232	0	360	2000001304201	UN	1	360	0	0	360	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11786 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D2921	B2C-20	CX B2C 20	360	0	360	161506		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:24:29	11/06/2026 07:24:29	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	360	0	322234	0	360	2000001304201	UN	1	360	0	0	360	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11788 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D3351	B2C-20	CX B2C 20	360	0	360	161508		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:24:42	11/06/2026 07:24:42	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-20	2000001304201	UN	1	360	0	322236	0	360	2000001304201	UN	1	360	0	0	360	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11790 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13042	20					01/06/2026	01/06/2030	
1D3751	B2C-21	CX B2C 21	360	0	360	161464		01/06/2026 00:00:00	01/06/2030 00:00:00	11/06/2026 07:19:01	11/06/2026 07:19:01	NORMAL	B2C - PULMAO	EMBALAGEM		0	PULMÃO PALETIZADO	0	B2C-21	2000001304301	UN	1	360	0	322189	0	360	2000001304301	UN	1	360	0	0	360	19	B2C BRASIL  INTERMEDIACOES LTDA	N	S	S	PRAZO NORMAL	0	NÃO CONTROLA	100	0	0				NF: 11744 / Série: AJUSTE - E											0,001	B2C - PULMAO	B2C BRASIL  INTERMEDIACOES LTDA		13043	20					01/06/2026	01/06/2030	
