CODIGO                         DESCRICAO                                            SALDO DISPONIVEL           EMPENHO             ARMAZEM           GRUP      ENDERECAR           SALDO TOTAL                                                                                                             
Y-YP590                        ETAPA 3 - CUTICULA 250G: CRONO                       3                          0                   60                0450      2                   3                                                                                                                  
Y-YP591                        KIT CRONOGRAMA CAPILAR - FASHI                       4                          0                   62                0450      0                   4                                                                                                                  
Y-YP591                        KIT CRONOGRAMA CAPILAR - FASHI                       22                         0                   60                0450      0                   22                                                                                                                 
Y-YP72                         SORO VITAL VELLO 90ML -  YBERA                       2                          0                   60                0450      0                   2                                                                                                                  
Y-YP809                        MASCARA 2 EM 1 PROTECT CONTROL                       3730                       660                 60                0450      3                   4390                                                                                                               
Y-YP809                        MASCARA 2 EM 1 PROTECT CONTROL                       1                          0                   63                0450      0                   1                                                                                                                  
Y-YP810                        MASCARA 2 EM 1 PROTECT CONTROL                       1                          0                   64                0450      0                   1                                                                                                                  
Y-YP810                        MASCARA 2 EM 1 PROTECT CONTROL                       5129                       225                 60                0450      10                  5354                                                                                                               
Y-YP811                        SHAMPOO PROTECT CONTROL 300ML                        4595                       239                 60                0450      15                  4834                                                                                                               
Y-YP811                        SHAMPOO PROTECT CONTROL 300ML                        1                          0                   64                0450      0                   1                                                                                                                  
Y-YP811                        SHAMPOO PROTECT CONTROL 300ML                        2                          0                   63                0450      0                   2                                                                                                                  
Y-YP811                        SHAMPOO PROTECT CONTROL 300ML                        4                          0                   62                0450      0                   4                                                                                                                  
Y-YP812                        SHAMPOO PROTECT CONTROL 500ML                        3878                       875                 60                0450      5                   4753                                                                                                               
Y-YP813                        FASHION GOLD - 100TIMETROS - S                       23                         0                   61                0450      0                   23                                                                                                                 
Y-YP813                        FASHION GOLD - 100TIMETROS - S                       4654                       1149                60                0450      7                   5803                                                                                                               
Y-YP813                        FASHION GOLD - 100TIMETROS - S                       1                          0                   64                0450      0                   1                                                                                                                  
Y-YP814                        FASHION GOLD - 100TIMETROS - C                       98                         0                   62                0450      0                   98                                                                                                                 
Y-YP814                        FASHION GOLD - 100TIMETROS - C                       5502                       951                 60                0450      7                   6453                                                                                                               
Y-YP814                        FASHION GOLD - 100TIMETROS - C                       4                          0                   63                0450      0                   4                                                                                                                  
Y-YP815                        100TIMETROS TONICO ANTIQUEDA C                       29849                      995                 60                0450      10                  30844                                                                                                              
Y-YP815                        100TIMETROS TONICO ANTIQUEDA C                       9                          0                   62                0450      0                   9                                                                                                                  
Y-YP816                        PROTECT POO PRE-SHAMPOO 300G -                       3                          0                   62                0450      0                   3                                                                                                                  
Y-YP816                        PROTECT POO PRE-SHAMPOO 300G -                       3746                       1                   60                0450      1                   3747                                                                                                               
Y-YP817                        PROTECT POO PRE-SHAMPOO 500G -                       2922                       176                 60                0450      0                   3098                                                                                                               
Y-YP817                        PROTECT POO PRE-SHAMPOO 500G -                       1                          0                   64                0450      0                   1                                                                                                                  
Y-YP823                        FASHION GOLD - ESCOVA PROGRESS                       5964                       3232                60                0450      0                   9196                                                                                                               
Y-YP828                        PROTETOR TERMICO SPRAY MEMORY1                       28                         0                   60                0450      6                   28                                                                                                                 
Y-YP839                        FASHION GOLD - ESCOVA PROGRESS                       5                          0                   62                0450      0                   5                                                                                                                  
Y-YP839                        FASHION GOLD - ESCOVA PROGRESS                       8255                       358                 60                0450      32                  8613                                                                                                               
Y-YP839                        FASHION GOLD - ESCOVA PROGRESS                       2                          0                   64                0450      0                   2                                                                                                                  
Y-YP840                        FASHION GOLD - ESCOVA PROGRESS                       3                          0                   64                0450      0                   3                                                                                                                  
Y-YP840                        FASHION GOLD - ESCOVA PROGRESS                       8                          0                   62                0450      0                   8                                                                                                                  
Y-YP840                        FASHION GOLD - ESCOVA PROGRESS                       11847                      170                 60                0450      9                   12017                                                                                                              
Y-YP841                        FASHION GOLD - ESCOVA PROGRESS                       5233                       1048                60                0450      32                  6281                                                                                                               
Y-YP841                        FASHION GOLD - ESCOVA PROGRESS                       5                          0                   64                0450      0                   5                                                                                                                  
Y-YP841                        FASHION GOLD - ESCOVA PROGRESS                       5                          0                   62                0450      0                   5                                                                                                                  
Y-YP842                        CHOCO DOSE 150ML - FASHION GOL                       1                          0                   64                0450      0                   1                                                                                                                  
Y-YP842                        CHOCO DOSE 150ML - FASHION GOL                       84                         0                   60                0450      4                   84                                                                                                                 
Y-YP848                        MOUSSE PRE-SHAMPOO 150ML - FAS                       7                          0                   60                0450      0                   7                                                                                                                  
Y-YP942                        PERFUME CAPILAR SECRET GARDEN                        7                          0                   60                0450      1                   7                                                                                                                  
Y-YP943                        PERFUME CAPILAR FLORAL FUSION                        2                          0                   60                0450      0                   2                                                                                                                  
Y-YP944                        SHAMPOO CRONOGRAMA CAPILAR 500                       6                          0                   60                0450      0                   6                                                                                                                  
Y-YP949                        SHAMPOO PROTECT CONTROL 1L - F                       26                         0                   60                0450      0                   26                                                                                                                 
Y-YP951                        MASCARA 2 EM 1 PROTECT CONTROL                       22                         0                   60                0450      0                   22                                                                                                                 
Y-YP953                        SORVETE CAPILAR - SORVETERAPIA                       2                          0                   60                0450      0                   2                                                                                                                  
Y-YP954                        SORVETE CAPILAR - SORVETERAPIA                       1                          0                   62                0450      0                   1                                                                                                                  
Y-YP954                        SORVETE CAPILAR - SORVETERAPIA                       1                          0                   60                0450      0                   1                                                                                                                  
Y-YP955                        FASHION GOLD - CAPULANA - SHAM                       20                         37                  60                0450      1                   57                                                                                                                 
Y-YP956                        FASHION GOLD - CAPULANA - MASC                       15                         53                  60                0450      0                   68                                                                                                                 
Y-YP957                        MASCARA 2 EM 1 CAPULANA 1KG                          1                          0                   60                0450      0                   1                                                                                                                  
Y-YP960                        FASHION GOLD - CAPULANA - SPRA                       1389                       21                  60                0450      1                   1410                                                                                                               
Y-YP961                        FASHION GOLD - CAPULANA - OIL                        15                         25                  60                0450      1                   40                                                                                                                 
Y-YP962                        SHAMPOO SUAVE CAPULANA 500ML                         5                          1                   60                0450      4                   6                                                                                                                  
Y-YP985                        REALINHADOR DE PELOS 270ML - S                       1                          0                   60                0450      1                   1                                                                                                                  
